ProductBenefitRecommendedSIID,ProductCode,BenefitCode,Age,RecommendedSI,dtmCreated,CreatedBy,dtmUpdated,UpdatedBy,dtmValidFrom,dtmValidTo
5884,HFC,DTH,18,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5885,HFC,DTH,19,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5886,HFC,DTH,20,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5887,HFC,DTH,21,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5888,HFC,DTH,22,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5889,HFC,DTH,23,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5890,HFC,DTH,24,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5891,HFC,DTH,25,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5892,HFC,DTH,26,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5893,HFC,DTH,27,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5894,HFC,DTH,28,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5895,HFC,DTH,29,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5896,HFC,DTH,30,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5897,HFC,DTH,31,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5898,HFC,DTH,32,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5899,HFC,DTH,33,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5900,HFC,DTH,34,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5901,HFC,DTH,35,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5902,HFC,DTH,36,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5903,HFC,DTH,37,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5904,HFC,DTH,38,13000,44:23.5,System01,NULL,System01,00:00.0,NULL
5905,HFC,DTH,39,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5906,HFC,DTH,40,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5907,HFC,DTH,41,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5908,HFC,DTH,42,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5909,HFC,DTH,43,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5910,HFC,DTH,44,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5911,HFC,DTH,45,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5912,HFC,DTH,46,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5913,HFC,DTH,47,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5914,HFC,DTH,48,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5915,HFC,DTH,49,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5916,HFC,DTH,50,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5917,HFC,DTH,51,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5918,HFC,DTH,52,12000,44:23.5,System01,NULL,System01,00:00.0,NULL
5919,HFC,DTH,53,11000,44:23.5,System01,NULL,System01,00:00.0,NULL
5920,HFC,DTH,54,11000,44:23.5,System01,NULL,System01,00:00.0,NULL
5921,HFC,DTH,55,11000,44:23.5,System01,NULL,System01,00:00.0,NULL
5922,HFC,DTH,56,11000,44:23.5,System01,NULL,System01,00:00.0,NULL
5923,HFC,DTH,57,11000,44:23.5,System01,NULL,System01,00:00.0,NULL
5924,HFC,DTH,58,10000,44:23.5,System01,NULL,System01,00:00.0,NULL
5925,HFC,DTH,59,10000,44:23.5,System01,NULL,System01,00:00.0,NULL
5926,HFC,DTH,60,10000,44:23.5,System01,NULL,System01,00:00.0,NULL
5927,HFC,DTH,61,10000,44:23.5,System01,NULL,System01,00:00.0,NULL
5928,HFC,DTH,62,10000,44:23.5,System01,NULL,System01,00:00.0,NULL
5929,HFC,DTH,63,9000,44:23.5,System01,NULL,System01,00:00.0,NULL
5930,HFC,DTH,64,9000,44:23.5,System01,NULL,System01,00:00.0,NULL
5931,HFC,DTH,65,9000,44:23.5,System01,NULL,System01,00:00.0,NULL
5932,HFC,DTH,66,9000,44:23.5,System01,NULL,System01,00:00.0,NULL
5933,HFC,DTH,67,9000,44:23.5,System01,NULL,System01,00:00.0,NULL
5934,HFC,DTH,68,8000,44:23.5,System01,NULL,System01,00:00.0,NULL
5935,HFC,DTH,69,8000,44:23.5,System01,NULL,System01,00:00.0,NULL
5936,HFC,DTH,70,8000,44:23.5,System01,NULL,System01,00:00.0,NULL
5937,HFC,DTH,71,8000,44:23.5,System01,NULL,System01,00:00.0,NULL
5938,HFC,DTH,72,8000,44:23.5,System01,NULL,System01,00:00.0,NULL
5939,HFC,DTH,73,8000,44:23.5,System01,NULL,System01,00:00.0,NULL
5940,HFC,DTH,74,7000,44:23.5,System01,NULL,System01,00:00.0,NULL
5941,HFC,DTH,75,7000,44:23.5,System01,NULL,System01,00:00.0,NULL
5942,HFC,DTH,76,7000,44:23.5,System01,NULL,System01,00:00.0,NULL
5943,HFC,DTH,77,7000,44:23.5,System01,NULL,System01,00:00.0,NULL
5944,HFC,DTH,78,7000,44:23.5,System01,NULL,System01,00:00.0,NULL
5945,HFC,DTH,79,6000,44:23.5,System01,NULL,System01,00:00.0,NULL
5946,NFC,DTH,18,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5947,NFC,DTH,19,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5948,NFC,DTH,20,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5949,NFC,DTH,21,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5950,NFC,DTH,22,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5951,NFC,DTH,23,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5952,NFC,DTH,24,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5953,NFC,DTH,25,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5954,NFC,DTH,26,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5955,NFC,DTH,27,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5956,NFC,DTH,28,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5957,NFC,DTH,29,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5958,NFC,DTH,30,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5959,NFC,DTH,31,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5960,NFC,DTH,32,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5961,NFC,DTH,33,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5962,NFC,DTH,34,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5963,NFC,DTH,35,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5964,NFC,DTH,36,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5965,NFC,DTH,37,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5966,NFC,DTH,38,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5967,NFC,DTH,39,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5968,NFC,DTH,40,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5969,NFC,DTH,41,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5970,NFC,DTH,42,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5971,NFC,DTH,43,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5972,NFC,DTH,44,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5973,NFC,DTH,45,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5974,NFC,DTH,46,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5975,NFC,DTH,47,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5976,NFC,DTH,48,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5977,NFC,DTH,49,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5978,NFC,DTH,50,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5979,NFC,DTH,51,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5980,NFC,DTH,52,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5981,NFC,DTH,53,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5982,NFC,DTH,54,16000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5983,NFC,DTH,55,13000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5984,NFC,DTH,56,13000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5985,NFC,DTH,57,13000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5986,NFC,DTH,58,13000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5987,NFC,DTH,59,13000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5988,NFC,DTH,60,12000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5989,NFC,DTH,61,12000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5990,NFC,DTH,62,12000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5991,NFC,DTH,63,12000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5992,NFC,DTH,64,12000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5993,NFC,DTH,65,10000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5994,NFC,DTH,66,10000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5995,NFC,DTH,67,10000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5996,NFC,DTH,68,10000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5997,NFC,DTH,69,10000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5998,NFC,DTH,70,10000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
5999,NFC,DTH,71,8000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6000,NFC,DTH,72,8000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6001,NFC,DTH,73,8000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6002,NFC,DTH,74,8000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6003,NFC,DTH,75,8000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6004,NFC,DTH,76,8000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6005,NFC,DTH,77,8000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6006,NFC,DTH,78,8000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6007,NFC,DTH,79,8000,13:44.1,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6008,OFC,DTH,18,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6009,OFC,DTH,19,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6010,OFC,DTH,20,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6011,OFC,DTH,21,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6012,OFC,DTH,22,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6013,OFC,DTH,23,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6014,OFC,DTH,24,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6015,OFC,DTH,25,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6016,OFC,DTH,26,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6017,OFC,DTH,27,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6018,OFC,DTH,28,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6019,OFC,DTH,29,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6020,OFC,DTH,30,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6021,OFC,DTH,31,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6022,OFC,DTH,32,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6023,OFC,DTH,33,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6024,OFC,DTH,34,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6025,OFC,DTH,35,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6026,OFC,DTH,36,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6027,OFC,DTH,37,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6028,OFC,DTH,38,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6029,OFC,DTH,39,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6030,OFC,DTH,40,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6031,OFC,DTH,41,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6032,OFC,DTH,42,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6033,OFC,DTH,43,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6034,OFC,DTH,44,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6035,OFC,DTH,45,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6036,OFC,DTH,46,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6037,OFC,DTH,47,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6038,OFC,DTH,48,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6039,OFC,DTH,49,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6040,OFC,DTH,50,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6041,OFC,DTH,51,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6042,OFC,DTH,52,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6043,OFC,DTH,53,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6044,OFC,DTH,54,16000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6045,OFC,DTH,55,13000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6046,OFC,DTH,56,13000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6047,OFC,DTH,57,13000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6048,OFC,DTH,58,13000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6049,OFC,DTH,59,13000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6050,OFC,DTH,60,12000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6051,OFC,DTH,61,12000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6052,OFC,DTH,62,12000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6053,OFC,DTH,63,12000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6054,OFC,DTH,64,12000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6055,OFC,DTH,65,10000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6056,OFC,DTH,66,10000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6057,OFC,DTH,67,10000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6058,OFC,DTH,68,10000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6059,OFC,DTH,69,10000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6060,OFC,DTH,70,10000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6061,OFC,DTH,71,8000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6062,OFC,DTH,72,8000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6063,OFC,DTH,73,8000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6064,OFC,DTH,74,8000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6065,OFC,DTH,75,8000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6066,OFC,DTH,76,8000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6067,OFC,DTH,77,8000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6068,OFC,DTH,78,8000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6069,OFC,DTH,79,8000,13:44.2,System01,00:00.0,MuhamS02,00:00.0,00:00.0
6070,OLF,DTH,16,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6071,OLF,DTH,17,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6072,OLF,DTH,18,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6073,OLF,DTH,19,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6074,OLF,DTH,20,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6075,OLF,DTH,21,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6076,OLF,DTH,22,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6077,OLF,DTH,23,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6078,OLF,DTH,24,600000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6079,OLF,DTH,25,600000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6080,OLF,DTH,26,600000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6081,OLF,DTH,27,600000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6082,OLF,DTH,28,600000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6083,OLF,DTH,29,600000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6084,OLF,DTH,30,600000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6085,OLF,DTH,31,600000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6086,OLF,DTH,32,600000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6087,OLF,DTH,33,600000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6088,OLF,DTH,34,600000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6089,OLF,DTH,35,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6090,OLF,DTH,36,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6091,OLF,DTH,37,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6092,OLF,DTH,38,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6093,OLF,DTH,39,550000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6094,OLF,DTH,40,500000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6095,OLF,DTH,41,500000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6096,OLF,DTH,42,500000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6097,OLF,DTH,43,450000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6098,OLF,DTH,44,450000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6099,OLF,DTH,45,400000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6100,OLF,DTH,46,400000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6101,OLF,DTH,47,400000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6102,OLF,DTH,48,350000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6103,OLF,DTH,49,350000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6104,OLF,DTH,50,350000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6105,OLF,DTH,51,300000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6106,OLF,DTH,52,300000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6107,OLF,DTH,53,250000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6108,OLF,DTH,54,250000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6109,OLF,DTH,55,250000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6110,OLF,DTH,56,200000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6111,OLF,DTH,57,200000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6112,OLF,DTH,58,200000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6113,OLF,DTH,59,200000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6114,OLF,DTH,60,150000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6115,OLF,DTH,61,150000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6116,OLF,DTH,62,150000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6117,OLF,DTH,63,100000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6118,OLF,DTH,64,100000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6119,OLF,DTH,65,100000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6120,OLF,DTH,66,100000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6121,OLF,DTH,67,100000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6122,OLF,DTH,68,100000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6123,OLF,DTH,69,100000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6124,OLF,DTH,70,100000,18:11.4,System01,00:00.0,PaulC02,00:00.0,00:00.0
6125,OLL,DTH,16,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6126,OLL,DTH,17,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6127,OLL,DTH,18,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6128,OLL,DTH,19,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6129,OLL,DTH,20,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6130,OLL,DTH,21,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6131,OLL,DTH,22,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6132,OLL,DTH,23,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6133,OLL,DTH,24,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6134,OLL,DTH,25,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6135,OLL,DTH,26,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6136,OLL,DTH,27,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6137,OLL,DTH,28,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6138,OLL,DTH,29,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6139,OLL,DTH,30,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6140,OLL,DTH,31,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6141,OLL,DTH,32,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6142,OLL,DTH,33,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6143,OLL,DTH,34,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6144,OLL,DTH,35,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6145,OLL,DTH,36,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6146,OLL,DTH,37,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6147,OLL,DTH,38,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6148,OLL,DTH,39,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6149,OLL,DTH,40,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6150,OLL,DTH,41,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6151,OLL,DTH,42,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6152,OLL,DTH,43,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6153,OLL,DTH,44,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6154,OLL,DTH,45,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6155,OLL,DTH,46,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6156,OLL,DTH,47,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6157,OLL,DTH,48,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6158,OLL,DTH,49,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6159,OLL,DTH,50,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6160,OLL,DTH,51,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6161,OLL,DTH,52,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6162,OLL,DTH,53,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6163,OLL,DTH,54,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6164,OLL,DTH,55,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6165,OLL,DTH,56,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6166,OLL,DTH,57,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6167,OLL,DTH,58,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6168,OLL,DTH,59,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6169,OLL,DTH,60,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6170,OLL,DTH,61,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6171,OLL,DTH,62,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6172,OLL,DTH,63,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6173,OLL,DTH,64,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6174,OLL,DTH,65,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6175,OLL,DTH,66,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6176,OLL,DTH,67,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
6177,OLL,DTH,68,100000,18:48.1,MattH01,NULL,NULL,00:00.0,NULL
