ProductBenefitRecommendedSIID,ProductCode,BenefitCode,Age,RecommendedSI,dtmCreated,CreatedBy,dtmUpdated,UpdatedBy,dtmValidFrom,dtmValidTo
1983,HFI,DTH,43,14000,45:51.6,System02,59:59.0,Shalok01,45:51.6,59:59.0
1984,HFI,DTH,44,14000,45:51.7,System02,59:59.0,Shalok01,45:51.7,59:59.0
1985,HFI,DTH,45,14000,45:51.7,System02,59:59.0,Shalok01,45:51.7,59:59.0
1986,HFI,DTH,46,13000,45:51.7,System02,59:59.0,Shalok01,45:51.7,59:59.0
1987,HFI,DTH,47,13000,45:51.7,System02,59:59.0,Shalok01,45:51.7,59:59.0
1988,HFI,DTH,48,13000,45:51.7,System02,59:59.0,Shalok01,45:51.7,59:59.0
1989,HFI,DTH,49,13000,45:51.7,System02,59:59.0,Shalok01,45:51.7,59:59.0
1990,HFI,DTH,50,13000,45:51.8,System02,59:59.0,Shalok01,45:51.8,59:59.0
1991,HFI,DTH,51,13000,45:51.8,System02,59:59.0,Shalok01,45:51.8,59:59.0
1992,HFI,DTH,52,13000,45:51.8,System02,59:59.0,Shalok01,45:51.8,59:59.0
1993,HFI,DTH,53,12000,45:51.8,System02,59:59.0,Shalok01,45:51.8,59:59.0
1994,HFI,DTH,54,12000,45:51.8,System02,59:59.0,Shalok01,45:51.8,59:59.0
1995,HFI,DTH,55,12000,45:51.9,System02,59:59.0,Shalok01,45:51.9,59:59.0
1996,HFI,DTH,56,12000,45:51.9,System02,59:59.0,Shalok01,45:51.9,59:59.0
1997,HFI,DTH,57,11000,45:51.9,System02,59:59.0,Shalok01,45:51.9,59:59.0
1998,HFI,DTH,58,11000,45:51.9,System02,59:59.0,Shalok01,45:51.9,59:59.0
1999,HFI,DTH,59,11000,45:51.9,System02,59:59.0,Shalok01,45:51.9,59:59.0
2000,HFI,DTH,60,11000,45:52.0,System02,59:59.0,Shalok01,45:52.0,59:59.0
2001,HFI,DTH,61,10000,45:52.0,System02,59:59.0,Shalok01,45:52.0,59:59.0
2002,HFI,DTH,62,10000,45:52.0,System02,59:59.0,Shalok01,45:52.0,59:59.0
2003,HFI,DTH,63,10000,45:52.0,System02,59:59.0,Shalok01,45:52.0,59:59.0
2004,HFI,DTH,64,10000,45:52.0,System02,59:59.0,Shalok01,45:52.0,59:59.0
2005,HFI,DTH,65,10000,45:52.1,System02,59:59.0,Shalok01,45:52.1,59:59.0
2006,HFI,DTH,66,9000,45:52.1,System02,59:59.0,Shalok01,45:52.1,59:59.0
2007,HFI,DTH,67,9000,45:52.1,System02,59:59.0,Shalok01,45:52.1,59:59.0
2008,HFI,DTH,68,9000,45:52.1,System02,59:59.0,Shalok01,45:52.1,59:59.0
2009,HFI,DTH,69,9000,45:52.1,System02,59:59.0,Shalok01,45:52.1,59:59.0
2010,HFI,DTH,70,9000,45:52.1,System02,59:59.0,Shalok01,45:52.1,59:59.0
2011,HFI,DTH,71,9000,45:52.2,System02,59:59.0,Shalok01,45:52.2,59:59.0
2012,HFI,DTH,72,8000,45:52.2,System02,59:59.0,Shalok01,45:52.2,59:59.0
2013,HFI,DTH,73,8000,45:52.2,System02,59:59.0,Shalok01,45:52.2,59:59.0
2014,HFI,DTH,74,8000,45:52.2,System02,59:59.0,Shalok01,45:52.2,59:59.0
2015,HFI,DTH,75,8000,45:52.2,System02,59:59.0,Shalok01,45:52.2,59:59.0
2016,HFI,DTH,76,8000,45:52.3,System02,59:59.0,Shalok01,45:52.3,59:59.0
2017,HFI,DTH,77,8000,45:52.3,System02,59:59.0,Shalok01,45:52.3,59:59.0
2018,HFI,DTH,78,8000,45:52.3,System02,59:59.0,Shalok01,45:52.3,59:59.0
2019,HFI,DTH,79,8000,45:52.3,System02,59:59.0,Shalok01,45:52.3,59:59.0
2020,HFL,DTH,18,500000,45:52.3,System02,59:59.0,Shalok01,45:52.3,59:59.0
2021,HFL,DTH,19,500000,45:52.4,System02,59:59.0,Shalok01,45:52.4,59:59.0
2022,HFL,DTH,20,500000,45:52.4,System02,59:59.0,Shalok01,45:52.4,59:59.0
2023,HFL,DTH,21,500000,45:52.4,System02,59:59.0,Shalok01,45:52.4,59:59.0
2024,HFL,DTH,22,500000,45:52.4,System02,59:59.0,Shalok01,45:52.4,59:59.0
2025,HFL,DTH,23,500000,45:52.4,System02,59:59.0,Shalok01,45:52.4,59:59.0
2026,HFL,DTH,24,550000,45:52.5,System02,59:59.0,Shalok01,45:52.5,59:59.0
2027,HFL,DTH,25,550000,45:52.5,System02,59:59.0,Shalok01,45:52.5,59:59.0
2028,HFL,DTH,26,550000,45:52.5,System02,59:59.0,Shalok01,45:52.5,59:59.0
2029,HFL,DTH,27,550000,45:52.5,System02,59:59.0,Shalok01,45:52.5,59:59.0
2030,HFL,DTH,28,550000,45:52.5,System02,59:59.0,Shalok01,45:52.5,59:59.0
2031,HFL,DTH,29,550000,45:52.6,System02,59:59.0,Shalok01,45:52.6,59:59.0
2032,HFL,DTH,30,550000,45:52.6,System02,59:59.0,Shalok01,45:52.6,59:59.0
2033,HFL,DTH,31,550000,45:52.6,System02,59:59.0,Shalok01,45:52.6,59:59.0
2034,HFL,DTH,32,550000,45:52.6,System02,59:59.0,Shalok01,45:52.6,59:59.0
2035,HFL,DTH,33,550000,45:52.6,System02,59:59.0,Shalok01,45:52.6,59:59.0
2036,HFL,DTH,34,550000,45:52.7,System02,59:59.0,Shalok01,45:52.7,59:59.0
2037,HFL,DTH,35,550000,45:52.7,System02,59:59.0,Shalok01,45:52.7,59:59.0
2038,HFL,DTH,36,550000,45:52.7,System02,59:59.0,Shalok01,45:52.7,59:59.0
2039,HFL,DTH,37,550000,45:52.7,System02,59:59.0,Shalok01,45:52.7,59:59.0
2040,HFL,DTH,38,500000,45:52.7,System02,59:59.0,Shalok01,45:52.7,59:59.0
2041,HFL,DTH,39,500000,45:52.8,System02,59:59.0,Shalok01,45:52.8,59:59.0
2042,HFL,DTH,40,500000,45:52.8,System02,59:59.0,Shalok01,45:52.8,59:59.0
2043,HFL,DTH,41,500000,45:52.8,System02,59:59.0,Shalok01,45:52.8,59:59.0
2044,HFL,DTH,42,500000,45:52.8,System02,59:59.0,Shalok01,45:52.8,59:59.0
2045,HFL,DTH,43,450000,45:52.9,System02,59:59.0,Shalok01,45:52.9,59:59.0
2046,HFL,DTH,44,450000,45:52.9,System02,59:59.0,Shalok01,45:52.9,59:59.0
2047,HFL,DTH,45,400000,45:52.9,System02,59:59.0,Shalok01,45:52.9,59:59.0
2048,HFL,DTH,46,400000,45:52.9,System02,59:59.0,Shalok01,45:52.9,59:59.0
2049,HFL,DTH,47,400000,45:52.9,System02,59:59.0,Shalok01,45:52.9,59:59.0
2050,HFL,DTH,48,400000,45:53.0,System02,59:59.0,Shalok01,45:53.0,59:59.0
2051,HFL,DTH,49,350000,45:53.0,System02,59:59.0,Shalok01,45:53.0,59:59.0
2052,HFL,DTH,50,350000,45:53.0,System02,59:59.0,Shalok01,45:53.0,59:59.0
2053,HFL,DTH,51,350000,45:53.0,System02,59:59.0,Shalok01,45:53.0,59:59.0
2054,HFL,DTH,52,350000,45:53.0,System02,59:59.0,Shalok01,45:53.0,59:59.0
2055,HFL,DTH,53,300000,45:53.1,System02,59:59.0,Shalok01,45:53.1,59:59.0
2056,HFL,DTH,54,300000,45:53.1,System02,59:59.0,Shalok01,45:53.1,59:59.0
2057,HFL,DTH,55,300000,45:53.1,System02,59:59.0,Shalok01,45:53.1,59:59.0
2058,HFL,DTH,56,250000,45:53.1,System02,59:59.0,Shalok01,45:53.1,59:59.0
2059,HFL,DTH,57,250000,45:53.1,System02,59:59.0,Shalok01,45:53.1,59:59.0
2060,HFL,DTH,58,250000,45:53.2,System02,59:59.0,Shalok01,45:53.2,59:59.0
2061,HFL,DTH,59,250000,45:53.2,System02,59:59.0,Shalok01,45:53.2,59:59.0
2062,HFL,DTH,60,200000,45:53.2,System02,59:59.0,Shalok01,45:53.2,59:59.0
2063,HFL,DTH,61,200000,45:53.2,System02,59:59.0,Shalok01,45:53.2,59:59.0
2064,HFL,DTH,62,200000,45:53.2,System02,59:59.0,Shalok01,45:53.2,59:59.0
2065,HFL,DTH,63,200000,45:53.3,System02,59:59.0,Shalok01,45:53.3,59:59.0
2066,HFL,DTH,64,200000,45:53.3,System02,59:59.0,Shalok01,45:53.3,59:59.0
2067,HFX,DTH,18,14000,45:53.3,System02,59:59.0,Shalok01,45:53.3,59:59.0
2068,HFX,DTH,19,14000,45:53.3,System02,59:59.0,Shalok01,45:53.3,59:59.0
2069,HFX,DTH,20,14000,45:53.3,System02,59:59.0,Shalok01,45:53.3,59:59.0
2070,HFX,DTH,21,14000,45:53.4,System02,59:59.0,Shalok01,45:53.4,59:59.0
2071,HFX,DTH,22,14000,45:53.4,System02,59:59.0,Shalok01,45:53.4,59:59.0
2072,HFX,DTH,23,14000,45:53.4,System02,59:59.0,Shalok01,45:53.4,59:59.0
2073,HFX,DTH,24,14000,45:53.4,System02,59:59.0,Shalok01,45:53.4,59:59.0
2074,HFX,DTH,25,14000,45:53.4,System02,59:59.0,Shalok01,45:53.4,59:59.0
2075,HFX,DTH,26,14000,45:53.5,System02,59:59.0,Shalok01,45:53.5,59:59.0
2076,HFX,DTH,27,15000,45:53.5,System02,59:59.0,Shalok01,45:53.5,59:59.0
2077,HFX,DTH,28,15000,45:53.5,System02,59:59.0,Shalok01,45:53.5,59:59.0
2078,HFX,DTH,29,15000,45:53.5,System02,59:59.0,Shalok01,45:53.5,59:59.0
2079,HFX,DTH,30,15000,45:53.5,System02,59:59.0,Shalok01,45:53.5,59:59.0
2080,HFX,DTH,31,15000,45:53.6,System02,59:59.0,Shalok01,45:53.6,59:59.0
2081,HFX,DTH,32,15000,45:53.6,System02,59:59.0,Shalok01,45:53.6,59:59.0
2082,HFX,DTH,33,15000,45:53.6,System02,59:59.0,Shalok01,45:53.6,59:59.0
2083,HFX,DTH,34,15000,45:53.6,System02,59:59.0,Shalok01,45:53.6,59:59.0
2084,HFX,DTH,35,15000,45:53.6,System02,59:59.0,Shalok01,45:53.6,59:59.0
2085,HFX,DTH,36,15000,45:53.7,System02,59:59.0,Shalok01,45:53.7,59:59.0
2086,HFX,DTH,37,15000,45:53.7,System02,59:59.0,Shalok01,45:53.7,59:59.0
2087,HFX,DTH,38,15000,45:53.7,System02,59:59.0,Shalok01,45:53.7,59:59.0
2088,HFX,DTH,39,15000,45:53.7,System02,59:59.0,Shalok01,45:53.7,59:59.0
2089,HFX,DTH,40,15000,45:53.7,System02,59:59.0,Shalok01,45:53.7,59:59.0
2090,HFX,DTH,41,14000,45:53.8,System02,59:59.0,Shalok01,45:53.8,59:59.0
2091,HFX,DTH,42,14000,45:53.8,System02,59:59.0,Shalok01,45:53.8,59:59.0
2092,HFX,DTH,43,14000,45:53.8,System02,59:59.0,Shalok01,45:53.8,59:59.0
2093,HFX,DTH,44,14000,45:53.8,System02,59:59.0,Shalok01,45:53.8,59:59.0
2094,HFX,DTH,45,13000,45:53.8,System02,59:59.0,Shalok01,45:53.8,59:59.0
2095,HFX,DTH,46,13000,45:53.9,System02,59:59.0,Shalok01,45:53.9,59:59.0
2096,HFX,DTH,47,13000,45:53.9,System02,59:59.0,Shalok01,45:53.9,59:59.0
2097,HFX,DTH,48,13000,45:53.9,System02,59:59.0,Shalok01,45:53.9,59:59.0
2098,HFX,DTH,49,13000,45:53.9,System02,59:59.0,Shalok01,45:53.9,59:59.0
2099,HFX,DTH,50,13000,45:53.9,System02,59:59.0,Shalok01,45:53.9,59:59.0
2100,HFX,DTH,51,13000,45:53.9,System02,59:59.0,Shalok01,45:53.9,59:59.0
2101,HFX,DTH,52,13000,45:54.0,System02,59:59.0,Shalok01,45:54.0,59:59.0
2102,HFX,DTH,53,12000,45:54.0,System02,59:59.0,Shalok01,45:54.0,59:59.0
2103,HFX,DTH,54,12000,45:54.0,System02,59:59.0,Shalok01,45:54.0,59:59.0
2104,HFX,DTH,55,12000,45:54.0,System02,59:59.0,Shalok01,45:54.0,59:59.0
2105,HFX,DTH,56,11000,45:54.0,System02,59:59.0,Shalok01,45:54.0,59:59.0
2106,HFX,DTH,57,11000,45:54.1,System02,59:59.0,Shalok01,45:54.1,59:59.0
2107,HFX,DTH,58,11000,45:54.1,System02,59:59.0,Shalok01,45:54.1,59:59.0
2108,HFX,DTH,59,11000,45:54.1,System02,59:59.0,Shalok01,45:54.1,59:59.0
2109,HFX,DTH,60,11000,45:54.1,System02,59:59.0,Shalok01,45:54.1,59:59.0
2110,HFX,DTH,61,11000,45:54.1,System02,59:59.0,Shalok01,45:54.1,59:59.0
2111,HFX,DTH,62,11000,45:54.2,System02,59:59.0,Shalok01,45:54.2,59:59.0
2112,HFX,DTH,63,11000,45:54.2,System02,59:59.0,Shalok01,45:54.2,59:59.0
2113,HFX,DTH,64,11000,45:54.2,System02,59:59.0,Shalok01,45:54.2,59:59.0
2114,HFX,DTH,65,11000,45:54.2,System02,59:59.0,Shalok01,45:54.2,59:59.0
2115,HFX,DTH,66,11000,45:54.2,System02,59:59.0,Shalok01,45:54.2,59:59.0
2116,HFX,DTH,67,11000,45:54.3,System02,59:59.0,Shalok01,45:54.3,59:59.0
2117,HFX,DTH,68,10000,45:54.3,System02,59:59.0,Shalok01,45:54.3,59:59.0
2118,HFX,DTH,69,10000,45:54.3,System02,59:59.0,Shalok01,45:54.3,59:59.0
2119,HFX,DTH,70,10000,45:54.3,System02,59:59.0,Shalok01,45:54.3,59:59.0
2120,HFX,DTH,71,9000,45:54.3,System02,59:59.0,Shalok01,45:54.3,59:59.0
2121,HFX,DTH,72,9000,45:54.4,System02,59:59.0,Shalok01,45:54.4,59:59.0
2122,HFX,DTH,73,9000,45:54.4,System02,59:59.0,Shalok01,45:54.4,59:59.0
2123,HFX,DTH,74,9000,45:54.4,System02,59:59.0,Shalok01,45:54.4,59:59.0
2124,HFX,DTH,75,9000,45:54.4,System02,59:59.0,Shalok01,45:54.4,59:59.0
2125,HFX,DTH,76,9000,45:54.4,System02,59:59.0,Shalok01,45:54.4,59:59.0
2126,HFX,DTH,77,9000,45:54.5,System02,59:59.0,Shalok01,45:54.5,59:59.0
2127,HFX,DTH,78,9000,45:54.5,System02,59:59.0,Shalok01,45:54.5,59:59.0
2128,HFX,DTH,79,9000,45:54.5,System02,59:59.0,Shalok01,45:54.5,59:59.0
2129,HRL,DTH,18,15000,45:54.5,System02,59:59.0,Shalok01,45:54.5,59:59.0
2130,HRL,DTH,19,15000,45:54.5,System02,59:59.0,Shalok01,45:54.5,59:59.0
2131,HRL,DTH,20,15000,45:54.6,System02,59:59.0,Shalok01,45:54.6,59:59.0
2132,HRL,DTH,21,15000,45:54.6,System02,59:59.0,Shalok01,45:54.6,59:59.0
2133,HRL,DTH,22,15000,45:54.6,System02,59:59.0,Shalok01,45:54.6,59:59.0
2134,HRL,DTH,23,15000,45:54.6,System02,59:59.0,Shalok01,45:54.6,59:59.0
2135,HRL,DTH,24,15000,45:54.6,System02,59:59.0,Shalok01,45:54.6,59:59.0
2136,HRL,DTH,25,15000,45:54.6,System02,59:59.0,Shalok01,45:54.6,59:59.0
2137,HRL,DTH,26,15000,45:54.7,System02,59:59.0,Shalok01,45:54.7,59:59.0
2138,HRL,DTH,27,15000,45:54.7,System02,59:59.0,Shalok01,45:54.7,59:59.0
2139,HRL,DTH,28,15000,45:54.7,System02,59:59.0,Shalok01,45:54.7,59:59.0
2140,HRL,DTH,29,15000,45:54.7,System02,59:59.0,Shalok01,45:54.7,59:59.0
2141,HRL,DTH,30,15000,45:54.7,System02,59:59.0,Shalok01,45:54.7,59:59.0
2142,HRL,DTH,31,15000,45:54.8,System02,59:59.0,Shalok01,45:54.8,59:59.0
2143,HRL,DTH,32,15000,45:54.8,System02,59:59.0,Shalok01,45:54.8,59:59.0
2144,HRL,DTH,33,15000,45:54.8,System02,59:59.0,Shalok01,45:54.8,59:59.0
2145,HRL,DTH,34,15000,45:54.8,System02,59:59.0,Shalok01,45:54.8,59:59.0
2146,HRL,DTH,35,15000,45:54.8,System02,59:59.0,Shalok01,45:54.8,59:59.0
2147,HRL,DTH,36,15000,45:54.9,System02,59:59.0,Shalok01,45:54.9,59:59.0
2148,HRL,DTH,37,15000,45:54.9,System02,59:59.0,Shalok01,45:54.9,59:59.0
2149,HRL,DTH,38,15000,45:54.9,System02,59:59.0,Shalok01,45:54.9,59:59.0
2150,HRL,DTH,39,15000,45:55.0,System02,59:59.0,Shalok01,45:55.0,59:59.0
2151,HRL,DTH,40,15000,45:55.0,System02,59:59.0,Shalok01,45:55.0,59:59.0
2152,HRL,DTH,41,15000,45:55.0,System02,59:59.0,Shalok01,45:55.0,59:59.0
2153,HRL,DTH,42,14000,45:55.0,System02,59:59.0,Shalok01,45:55.0,59:59.0
2154,HRL,DTH,43,14000,45:55.1,System02,59:59.0,Shalok01,45:55.1,59:59.0
2155,HRL,DTH,44,14000,45:55.1,System02,59:59.0,Shalok01,45:55.1,59:59.0
2156,HRL,DTH,45,14000,45:55.1,System02,59:59.0,Shalok01,45:55.1,59:59.0
2157,HRL,DTH,46,14000,45:55.1,System02,59:59.0,Shalok01,45:55.1,59:59.0
2158,HRL,DTH,47,13000,45:55.1,System02,59:59.0,Shalok01,45:55.1,59:59.0
2159,HRL,DTH,48,13000,45:55.2,System02,59:59.0,Shalok01,45:55.2,59:59.0
2160,HRL,DTH,49,13000,45:55.2,System02,59:59.0,Shalok01,45:55.2,59:59.0
2161,HRL,DTH,50,12000,45:55.2,System02,59:59.0,Shalok01,45:55.2,59:59.0
2162,HRL,DTH,51,12000,45:55.2,System02,59:59.0,Shalok01,45:55.2,59:59.0
2163,HRL,DTH,52,12000,45:55.2,System02,59:59.0,Shalok01,45:55.2,59:59.0
2164,HRL,DTH,53,12000,45:55.2,System02,59:59.0,Shalok01,45:55.2,59:59.0
2165,HRL,DTH,54,11000,45:55.3,System02,59:59.0,Shalok01,45:55.3,59:59.0
2166,HRL,DTH,55,11000,45:55.3,System02,59:59.0,Shalok01,45:55.3,59:59.0
2167,HRL,DTH,56,11000,45:55.3,System02,59:59.0,Shalok01,45:55.3,59:59.0
2168,HRL,DTH,57,11000,45:55.3,System02,59:59.0,Shalok01,45:55.3,59:59.0
2169,HRL,DTH,58,11000,45:55.3,System02,59:59.0,Shalok01,45:55.3,59:59.0
2170,HRL,DTH,59,10000,45:55.4,System02,59:59.0,Shalok01,45:55.4,59:59.0
2171,HRL,DTH,60,10000,45:55.4,System02,59:59.0,Shalok01,45:55.4,59:59.0
2172,HRL,DTH,61,10000,45:55.4,System02,59:59.0,Shalok01,45:55.4,59:59.0
2173,HRL,DTH,62,10000,45:55.4,System02,59:59.0,Shalok01,45:55.4,59:59.0
2174,HRL,DTH,63,10000,45:55.4,System02,59:59.0,Shalok01,45:55.4,59:59.0
2175,HRL,DTH,64,10000,45:55.5,System02,59:59.0,Shalok01,45:55.5,59:59.0
2176,HRL,DTH,65,10000,45:55.5,System02,59:59.0,Shalok01,45:55.5,59:59.0
2177,HRL,DTH,66,10000,45:55.5,System02,59:59.0,Shalok01,45:55.5,59:59.0
2178,HRL,DTH,67,9000,45:55.5,System02,59:59.0,Shalok01,45:55.5,59:59.0
2179,HRL,DTH,68,9000,45:55.5,System02,59:59.0,Shalok01,45:55.5,59:59.0
2180,HRL,DTH,69,8000,45:55.6,System02,59:59.0,Shalok01,45:55.6,59:59.0
2181,HRL,DTH,70,8000,45:55.6,System02,59:59.0,Shalok01,45:55.6,59:59.0
2182,HRL,DTH,71,8000,45:55.6,System02,59:59.0,Shalok01,45:55.6,59:59.0
2183,HRL,DTH,72,8000,45:55.6,System02,59:59.0,Shalok01,45:55.6,59:59.0
2184,HRL,DTH,73,8000,45:55.6,System02,59:59.0,Shalok01,45:55.6,59:59.0
2185,HRL,DTH,74,8000,45:55.6,System02,59:59.0,Shalok01,45:55.6,59:59.0
2186,HRL,DTH,75,8000,45:55.7,System02,59:59.0,Shalok01,45:55.7,59:59.0
2187,HRL,DTH,76,8000,45:55.7,System02,59:59.0,Shalok01,45:55.7,59:59.0
2188,HRL,DTH,77,8000,45:55.7,System02,59:59.0,Shalok01,45:55.7,59:59.0
2189,HRL,DTH,78,8000,45:55.7,System02,59:59.0,Shalok01,45:55.7,59:59.0
2190,HRL,DTH,79,8000,45:55.7,System02,59:59.0,Shalok01,45:55.7,59:59.0
2191,HSI,STR,18,500000,45:55.8,System02,59:59.0,Shalok01,45:55.8,59:59.0
2192,HSI,STR,19,500000,45:55.8,System02,59:59.0,Shalok01,45:55.8,59:59.0
2193,HSI,STR,20,500000,45:55.8,System02,59:59.0,Shalok01,45:55.8,59:59.0
2194,HSI,STR,21,500000,45:55.8,System02,59:59.0,Shalok01,45:55.8,59:59.0
2195,HSI,STR,22,500000,45:55.8,System02,59:59.0,Shalok01,45:55.8,59:59.0
2196,HSI,STR,23,500000,45:55.9,System02,59:59.0,Shalok01,45:55.9,59:59.0
2197,HSI,STR,24,550000,45:55.9,System02,59:59.0,Shalok01,45:55.9,59:59.0
2198,HSI,STR,25,550000,45:55.9,System02,59:59.0,Shalok01,45:55.9,59:59.0
2199,HSI,STR,26,550000,45:55.9,System02,59:59.0,Shalok01,45:55.9,59:59.0
2200,HSI,STR,27,550000,45:55.9,System02,59:59.0,Shalok01,45:55.9,59:59.0
2201,HSI,STR,28,550000,45:56.0,System02,59:59.0,Shalok01,45:56.0,59:59.0
2202,HSI,STR,29,550000,45:56.0,System02,59:59.0,Shalok01,45:56.0,59:59.0
2203,HSI,STR,30,550000,45:56.0,System02,59:59.0,Shalok01,45:56.0,59:59.0
2204,HSI,STR,31,550000,45:56.0,System02,59:59.0,Shalok01,45:56.0,59:59.0
2205,HSI,STR,32,550000,45:56.0,System02,59:59.0,Shalok01,45:56.0,59:59.0
2206,HSI,STR,33,550000,45:56.1,System02,59:59.0,Shalok01,45:56.1,59:59.0
2207,HSI,STR,34,550000,45:56.1,System02,59:59.0,Shalok01,45:56.1,59:59.0
2208,HSI,STR,35,550000,45:56.1,System02,59:59.0,Shalok01,45:56.1,59:59.0
2209,HSI,STR,36,550000,45:56.2,System02,59:59.0,Shalok01,45:56.2,59:59.0
2210,HSI,STR,37,550000,45:56.2,System02,59:59.0,Shalok01,45:56.2,59:59.0
2211,HSI,STR,38,500000,45:56.2,System02,59:59.0,Shalok01,45:56.2,59:59.0
2212,HSI,STR,39,500000,45:56.2,System02,59:59.0,Shalok01,45:56.2,59:59.0
2213,HSI,STR,40,500000,45:56.2,System02,59:59.0,Shalok01,45:56.2,59:59.0
2214,HSI,STR,41,500000,45:56.3,System02,59:59.0,Shalok01,45:56.3,59:59.0
2215,HSI,STR,42,500000,45:56.3,System02,59:59.0,Shalok01,45:56.3,59:59.0
2216,HSI,STR,43,450000,45:56.3,System02,59:59.0,Shalok01,45:56.3,59:59.0
2217,HSI,STR,44,450000,45:56.3,System02,59:59.0,Shalok01,45:56.3,59:59.0
2218,HSI,STR,45,400000,45:56.3,System02,59:59.0,Shalok01,45:56.3,59:59.0
2219,HSI,STR,46,400000,45:56.3,System02,59:59.0,Shalok01,45:56.3,59:59.0
2220,HSI,STR,47,400000,45:56.4,System02,59:59.0,Shalok01,45:56.4,59:59.0
2221,HSI,STR,48,400000,45:56.4,System02,59:59.0,Shalok01,45:56.4,59:59.0
2222,HSI,STR,49,350000,45:56.4,System02,59:59.0,Shalok01,45:56.4,59:59.0
2223,HSI,STR,50,350000,45:56.4,System02,59:59.0,Shalok01,45:56.4,59:59.0
2224,HSI,STR,51,350000,45:56.4,System02,59:59.0,Shalok01,45:56.4,59:59.0
2225,HSI,STR,52,350000,45:56.5,System02,59:59.0,Shalok01,45:56.5,59:59.0
2226,HSI,STR,53,300000,45:56.5,System02,59:59.0,Shalok01,45:56.5,59:59.0
2227,HSI,STR,54,300000,45:56.5,System02,59:59.0,Shalok01,45:56.5,59:59.0
2228,HSI,STR,55,300000,45:56.5,System02,59:59.0,Shalok01,45:56.5,59:59.0
2229,HSI,STR,56,250000,45:56.5,System02,59:59.0,Shalok01,45:56.5,59:59.0
2230,HSI,STR,57,250000,45:56.6,System02,59:59.0,Shalok01,45:56.6,59:59.0
2231,HSI,STR,58,250000,45:56.6,System02,59:59.0,Shalok01,45:56.6,59:59.0
2232,HSI,STR,59,250000,45:56.6,System02,59:59.0,Shalok01,45:56.6,59:59.0
2233,HSL,DTH,18,15000,45:56.6,System02,59:59.0,Shalok01,45:56.6,59:59.0
2234,HSL,DTH,19,15000,45:56.7,System02,59:59.0,Shalok01,45:56.7,59:59.0
2235,HSL,DTH,20,15000,45:56.7,System02,59:59.0,Shalok01,45:56.7,59:59.0
2236,HSL,DTH,21,15000,45:56.7,System02,59:59.0,Shalok01,45:56.7,59:59.0
2237,HSL,DTH,22,15000,45:56.7,System02,59:59.0,Shalok01,45:56.7,59:59.0
2238,HSL,DTH,23,15000,45:56.7,System02,59:59.0,Shalok01,45:56.7,59:59.0
2239,HSL,DTH,24,15000,45:56.8,System02,59:59.0,Shalok01,45:56.8,59:59.0
2240,HSL,DTH,25,15000,45:56.8,System02,59:59.0,Shalok01,45:56.8,59:59.0
2241,HSL,DTH,26,15000,45:56.8,System02,59:59.0,Shalok01,45:56.8,59:59.0
2242,HSL,DTH,27,15000,45:56.8,System02,59:59.0,Shalok01,45:56.8,59:59.0
2243,HSL,DTH,28,15000,45:56.8,System02,59:59.0,Shalok01,45:56.8,59:59.0
2244,HSL,DTH,29,15000,45:56.9,System02,59:59.0,Shalok01,45:56.9,59:59.0
2245,HSL,DTH,30,15000,45:56.9,System02,59:59.0,Shalok01,45:56.9,59:59.0
2246,HSL,DTH,31,15000,45:56.9,System02,59:59.0,Shalok01,45:56.9,59:59.0
2247,HSL,DTH,32,15000,45:56.9,System02,59:59.0,Shalok01,45:56.9,59:59.0
2248,HSL,DTH,33,15000,45:56.9,System02,59:59.0,Shalok01,45:56.9,59:59.0
2249,HSL,DTH,34,15000,45:57.0,System02,59:59.0,Shalok01,45:57.0,59:59.0
2250,HSL,DTH,35,15000,45:57.0,System02,59:59.0,Shalok01,45:57.0,59:59.0
2251,HSL,DTH,36,15000,45:57.0,System02,59:59.0,Shalok01,45:57.0,59:59.0
2252,HSL,DTH,37,15000,45:57.0,System02,59:59.0,Shalok01,45:57.0,59:59.0
2253,HSL,DTH,38,15000,45:57.0,System02,59:59.0,Shalok01,45:57.0,59:59.0
2254,HSL,DTH,39,15000,45:57.1,System02,59:59.0,Shalok01,45:57.1,59:59.0
2255,HSL,DTH,40,15000,45:57.1,System02,59:59.0,Shalok01,45:57.1,59:59.0
2256,HSL,DTH,41,15000,45:57.1,System02,59:59.0,Shalok01,45:57.1,59:59.0
2257,HSL,DTH,42,14000,45:57.1,System02,59:59.0,Shalok01,45:57.1,59:59.0
2258,HSL,DTH,43,14000,45:57.1,System02,59:59.0,Shalok01,45:57.1,59:59.0
2259,HSL,DTH,44,14000,45:57.2,System02,59:59.0,Shalok01,45:57.2,59:59.0
2260,HSL,DTH,45,14000,45:57.2,System02,59:59.0,Shalok01,45:57.2,59:59.0
2261,HSL,DTH,46,14000,45:57.2,System02,59:59.0,Shalok01,45:57.2,59:59.0
2262,HSL,DTH,47,13000,45:57.2,System02,59:59.0,Shalok01,45:57.2,59:59.0
2263,HSL,DTH,48,13000,45:57.2,System02,59:59.0,Shalok01,45:57.2,59:59.0
2264,HSL,DTH,49,13000,45:57.2,System02,59:59.0,Shalok01,45:57.2,59:59.0
2265,HSL,DTH,50,12000,45:57.3,System02,59:59.0,Shalok01,45:57.3,59:59.0
2266,HSL,DTH,51,12000,45:57.3,System02,59:59.0,Shalok01,45:57.3,59:59.0
